380091,226,4
380091,690,5
380091,78,4
380091,1590,4
380261,5,5
380689,1339,4
380698,615,1
381131,1587,3
381243,713,2
381243,1173,4
383165,1103,1
383338,434,4
383708,26,4
385819,4,3
385819,1245,2
385983,430,4
388606,1102,4
389837,1492,3
389983,239,2
390388,1579,4
390388,821,4
390388,348,4
391818,711,4
392234,1647,5
392234,1822,2
392745,96,4
393113,1505,5
393113,1862,5
393332,1299,1
393636,47,5
393984,1375,5
394391,1107,5
394451,1108,4
394554,1257,4
396797,61,4
397207,1620,1
399090,1300,5
399106,102,5
399106,328,5
399331,71,5
399913,82,5
401326,1375,5
401742,1099,3
401830,354,5
401830,1207,4
403318,1846,4
403318,85,4
403324,1499,5
404683,105,1
405843,1100,4
405843,1631,1
407331,1527,5
407849,1247,4
407849,240,5
407926,99,2
407926,1476,4
409484,1505,5
409484,1505,5
409707,676,4
409707,1416,4
409845,1303,3
410869,676,5
412169,1098,4
413538,677,4
413538,676,4
413661,71,3
413686,1255,2
413845,1104,1
414281,1505,5
414289,1293,4
414935,110,3
414935,1299,5
414935,614,1
415023,1205,4
415023,498,1
415368,778,4
415551,103,5
415591,419,4
416712,213,4
416733,1727,5
416753,459,1
418862,1101,5
419098,114,5
419223,356,5
420237,147,4
421101,110,5
421101,240,1
421101,822,5
421996,113,5
422417,1605,1
422604,80,1
424790,1213,1
425069,496,5
426042,1797,5
426226,63,1
426245,82,4
426415,616,2
427744,1382,4
428204,819,5
428204,819,5
428204,222,4
428204,223,4
428204,540,5
428204,443,5
428418,821,5
428418,621,1
428507,1103,4
428661,498,5
429765,592,5
429765,592,4
429765,1788,2
430340,507,4
430911,65,5
430911,1258,5
431323,1294,5
431323,99,5
431427,105,4
431566,667,4
431566,661,4
431660,61,5
432384,1251,4
432384,1250,4
433019,605,5
433019,1214,2
433771,1373,2
435408,1361,4
435598,1303,3
435600,576,5
435757,654,2
435785,119,5
436454,644,4
436454,94,4
436454,1492,4
436454,357,4
436454,691,4
437727,806,4
438334,622,2
438334,1463,5
438454,1644,4
439721,1,4
440177,71,4
440651,1246,5
441538,481,1
441946,809,4
442568,689,4
443481,1102,5
443481,348,4
444349,71,5
444476,1627,2
444561,1106,4
445054,1294,5
445054,1252,5
445054,1585,3
445488,1725,4
445662,1856,5
446052,172,2
446519,360,5
446620,593,2
447775,665,3
447775,822,5
447775,1299,5
448744,1724,5
450310,1302,5
450310,1419,5
450310,240,5
450310,44,5
450310,46,4
450310,48,5
450310,1418,5
450310,1494,5
450310,1495,5
450310,819,5
450310,821,5
450310,1711,5
450310,1712,5
450310,1712,5
450310,1712,5
450310,1650,4
450310,1711,5
450310,1712,5
450310,1494,5
450310,1495,5
450310,1842,5
450310,1872,5
450557,805,5
450746,108,4
451036,1586,5
451398,1304,3
451754,233,5
451842,359,4
451990,820,5
452080,1491,3
452625,11,5
452979,62,5
452979,1303,3
452988,1323,4
453041,653,4
453159,1608,5
453323,95,5
453341,644,4
453341,644,4
453833,61,1
454064,1491,2
454437,240,4
454437,1262,4
454466,1253,3
454604,64,1
454604,226,3
454604,226,3
454604,622,2
454604,1602,4
454604,1538,5
455691,691,4
455990,1419,4
456050,1830,1
456050,1828,1
456174,1304,3
456174,1300,5
456174,466,1
456363,1245,4
456363,673,5
456363,371,5
456363,373,5
456363,374,5
456363,1097,5
456363,660,5
456363,262,5
456363,74,5
456363,1,5
456363,3,5
456363,1384,5
456363,357,5
456363,1098,5
456363,1390,5
456363,1377,5
456363,275,4
456363,5,5
456363,1258,5
456363,1262,5
456363,1261,5
456363,1382,5
456363,760,5
456363,593,5
456363,75,5
456363,574,4
456363,1425,5
456363,1415,5
456363,97,5
456363,600,5
456363,659,5
456363,1414,5
456363,1373,5
456363,56,5
456363,87,5
456363,592,5
456363,547,3
456363,761,5
456363,691,2
456363,601,5
456363,1620,5
456363,358,5
456363,949,5
456363,500,5
456363,500,5
456363,503,5
456363,94,5
456363,8,5
456363,499,5
456363,4,5
456363,502,5
456363,98,5
456363,1672,5
456363,1520,5
456363,274,4
456363,226,5
456363,110,5
456363,272,4
456363,229,5
456363,1604,5
456363,536,4
456363,1602,5
456363,532,5
456363,704,5
456363,1722,5
456363,1723,5
456363,1721,5
456363,1720,5
456363,1754,5
456363,662,5
456363,661,5
456363,663,5
456363,501,5
456363,1784,5
456363,1821,5
456363,1650,5
456363,1686,5
456363,821,5
456363,819,5
456363,764,5
456363,306,5
456363,1823,5
456363,1822,5
456363,1824,5
456363,822,4
456615,677,5
457227,101,5
457516,1481,3
457688,359,1
457688,361,5
457688,326,5
457688,1602,3
457688,1416,3
457888,1492,4
458230,1377,5
458230,1398,2
458230,64,5
458230,1247,3
458230,1390,4
458280,1604,5
458280,1588,5
458449,352,3
458586,1388,1
458982,1379,2
459243,1552,3
459411,1102,5
460048,1625,5
460048,1487,4
461485,767,5
461801,806,5
461960,1103,5
462244,13,4
462605,4,3
462964,1326,3
463017,1409,5
464441,13,4
464975,1492,3
464975,147,4
464975,1101,3
465253,1252,4
465982,9,3
466063,1212,5
466063,1207,5
466363,419,5
466363,1586,2
466384,1248,2
466975,1214,2
467329,1630,1
467509,1603,3
467670,1390,5
467670,1941,5
468764,1249,5
469311,151,4
469557,373,5
469606,1261,1
469659,1302,4
470074,656,4
470227,645,5
470990,12,2
471153,1246,5
471559,1294,5
471559,1294,5
472356,588,4
472806,356,5
472806,357,3
472806,1388,5
473046,579,5
473046,579,1
473046,1260,4
473046,1608,4
473046,354,2
473100,85,5
473298,84,5
473454,586,5
473454,1581,5
473755,957,4
474370,148,1
474370,1470,5
474627,1492,5
475057,102,5
475078,62,4
475466,950,5
475466,1243,2
475466,11,4
475466,220,4
475466,951,5
476276,1101,4
476414,456,1
476419,895,5
476925,1107,3
477392,1606,5
477392,1606,5
477446,78,5
477446,1556,4
477446,79,5
477446,1565,5
477601,1303,1
478093,1304,3
478195,1786,4
478195,1098,5
479179,113,5
479179,1727,4
479179,1322,5
479179,73,5
479179,1212,4
479283,1586,4
479461,105,4
479533,1113,3
479726,1104,5
479964,443,4
480108,1486,3
480704,469,2
481302,1753,5
481592,229,5
481761,1108,4
481838,1262,5
481838,1375,4
481838,1375,4
481838,1362,4
481838,62,5
481961,1103,4
482745,1407,4
482745,1629,4
483097,1580,2
483097,1580,1
483381,451,3
483405,1255,1
484521,1107,4
485217,78,5
485217,660,3
485217,1263,3
485217,1609,4
485217,85,2
485262,821,4
485513,1627,5
485546,1860,5
486094,1605,3
486331,902,4
486331,78,5
486331,902,3
486798,1547,3
487092,577,5
487092,174,5
487205,418,5
487205,597,3
487314,1415,2
487605,1627,3
487605,1103,5
487974,1264,3
487996,1730,1
488871,705,4
489370,1339,5
489590,532,4
489883,1300,3
491028,1299,2
491452,240,5
491614,110,4
492815,172,2
493200,1268,4
493516,1518,3
493619,122,5
493619,1551,4
493619,653,3
493625,1107,5
493931,1425,3
493943,1107,3
494753,641,5
494955,1486,5
494973,1478,4
495353,1293,4
496139,592,4
496139,1243,3
496139,233,5
496139,11,4
496139,469,5
496139,74,5
496915,1730,3
496915,1723,5
497046,676,1
497074,1833,5
497163,1361,5
497163,1606,1
497552,1728,4
497779,240,5
497779,677,5
497779,1419,4
498715,359,4
498833,1419,1
499305,817,4
499305,229,5
499305,110,5
499305,547,5
499305,86,5
499305,673,5
499305,84,4
499305,82,5
499305,83,5
499305,673,5
499305,663,2
499305,664,2
499305,1251,5
499305,655,5
499305,1558,5
499305,174,5
500316,1252,5
500316,809,5
500484,1323,5
500484,449,2
500484,351,5
500484,1265,3
500652,1362,5
500872,1286,5
500917,240,4
501332,822,5
501332,1727,4
501386,86,5
501950,220,5
501950,1416,5
501971,1365,3
501971,1270,5
502375,240,4
502375,11,3
502375,1388,3
502950,1246,1
502950,83,5
502963,1103,5
503408,1261,5
503408,1263,5
503422,1608,5
503777,1463,5
503834,84,4
503834,658,5
503834,662,2
504012,1605,1
504370,1098,5
504370,1685,3
504432,104,3
505151,808,4
505563,1083,2
505713,328,5
505761,72,3
507136,1484,1
507136,1580,3
507136,240,2
507347,454,4
507347,111,5
507347,1270,4
507859,1493,4
507870,1375,5
507870,273,5
507870,1606,5
507870,1822,5
507870,1723,5
507955,1492,2
508485,1261,1
509009,1418,5
509009,423,5
509264,1586,4
509443,118,5
509443,499,4
509573,663,4
509573,1586,3
509620,86,2
510334,821,4
510650,1680,5
510750,1603,2
511092,4,5
511391,1505,2
512701,62,1
512876,940,5
512944,95,5
513264,1487,4
513635,1492,3
514131,1492,1
514212,362,4
514271,240,2
514271,83,5
514783,1245,2
515010,1107,4
515010,1302,2
515010,1106,5
515139,430,1
515139,430,1
515223,61,1
515776,1107,4
515927,84,5
515978,1556,5
515978,1556,5
515978,1098,5
516568,72,5
516623,1722,5
516814,1275,3
516980,1245,2
516980,1821,5
517044,1603,5
517301,110,5
517731,1172,4
518560,1518,5
518560,1245,4
518560,809,4
518560,1286,4
518602,177,5
518602,1213,5
518602,1269,5
518946,1097,5
518946,362,2
519061,773,5
519230,1727,4
519230,14,5
519230,357,5
519230,690,5
519304,1106,3
519542,1649,3
519678,1101,5
519678,1396,2
519678,1302,3
519678,499,5
519678,1098,2
519678,1377,4
519678,1214,4
519678,1101,5
519878,1,3
519913,1587,2
519967,1106,5
519967,1727,5
520022,1304,4
520096,1588,3
520406,1407,4
520624,822,4
520624,949,5
520660,1332,4
520660,512,5
520660,1333,4
520867,1103,3
520929,61,4
521018,86,5
521018,86,5
521360,1247,3
521360,1520,4
521649,76,5
521667,1104,5
521745,1177,3
521745,225,4
521745,1177,4
521771,1214,1
521816,1586,4
521816,667,3
521816,79,4
521870,1590,3
522081,119,4
522081,547,5
522124,14,3
522132,558,4
522132,442,3
522132,1614,5
522526,44,5
522541,1097,5
522541,1302,1
523716,821,5
523758,83,2
523828,443,4
523936,1098,4
523936,419,5
523936,689,5
523936,689,5
523936,663,4
523936,72,3
523936,12,4
523936,14,4
524125,1245,5
524332,821,5
525188,103,5
525206,1364,5
525351,951,5
525674,1144,2
525831,1098,5
525831,173,3
525831,63,4
525831,357,4
525831,1366,5
525845,173,5
525908,224,5
525908,224,4
525908,1259,4
525963,1107,5
526009,499,3
526087,675,4
526123,1300,3
526123,1247,4
526123,226,4
526123,223,4
526123,1102,5
526123,1407,4
526123,456,4
526123,230,5
526173,1757,4
526325,71,5
526325,230,5
526325,461,5
526325,659,4
526325,661,3
526325,532,5
526396,439,5
526536,1107,4
526536,1101,4
526536,1107,5
526536,1492,4
526536,1491,5
527041,1294,5
527217,12,3
527217,673,5
527217,1746,5
527293,1489,3
527308,1289,4
527308,1492,4
527308,1419,3
527308,1711,5
527308,1419,2
527509,240,5
527586,1304,3
527586,1107,5
527586,1101,5
527586,1100,2
527926,1,5
527926,689,5
527952,443,5
528052,1254,5
528173,1102,2
528207,1581,4
528242,85,5
528632,1261,2
528681,357,3
528695,84,5
528695,821,5
528703,1102,5
528854,1107,5
529111,1377,3
529111,1246,4
529111,805,3
529111,1269,4
529111,502,4
529111,110,2
529111,950,5
529111,111,3
529111,1406,3
529111,105,3
529111,804,3
529111,804,1
529111,235,4
529111,1380,4
529111,238,4
529111,502,4
529111,499,4
529111,1600,3
529111,1398,4
529111,1548,5
529111,1757,4
529111,236,4
529111,1786,4
529111,642,4
529111,1425,3
529111,1833,4
529111,1758,3
529111,1757,5
529115,110,1
529115,1290,2
529115,962,4
529530,806,1
529902,1754,4
530310,1464,4
530310,1246,4
530310,1,3
530310,240,5
530310,1,3
530456,808,1
530688,1416,3
530711,78,5
530751,1299,5
530926,808,4
530926,79,5
530926,1380,2
530926,1390,3
530926,1408,4
530926,1419,2
530926,363,3
530926,273,5
531097,98,4
531097,1243,2
531097,1245,2
531507,1299,5
531507,1214,4
531507,1774,5
531628,1419,3
531661,659,3
531714,822,3
531718,1102,4
531718,79,5
531718,1300,4
531718,1463,4
531817,1257,4
531840,213,5
531854,1339,5
532130,1102,2
532307,1,3
532426,1587,5
532470,430,5
532482,1103,3
532482,1304,5
532974,1207,5
533030,84,5
533136,1107,3
533136,1270,3
533141,902,1
533174,472,3
533276,1512,4
533336,1104,4
533366,1101,5
533487,1700,5
533487,1700,5
533487,1703,5
533594,532,5
533660,664,4
533835,78,4
533835,1260,5
533934,432,5
533934,421,5
533963,239,5
533992,1243,4
534020,1505,5
534020,631,4
534020,1724,5
534064,659,2
534430,659,5
534458,821,5
534507,240,5
534507,1489,2
534594,239,4
534667,1416,5
534795,653,5
534854,87,4
534864,233,5
535134,1108,3
535141,653,5
535141,654,5
535242,1590,5
535844,1379,5
535844,1246,4
535859,1243,5
535923,1487,4
535923,1492,4
536144,1481,1
536231,752,5
536407,1680,5
536449,357,5
536544,99,5
536577,1104,4
536852,821,4
536970,226,5
537003,326,3
537003,326,3
537003,11,5
537091,1245,5
537178,806,4
537304,516,5
537345,1663,3
537432,1687,5
537515,1255,3
537515,577,5
537678,691,1
537692,1298,3
537775,76,5
537944,654,5
538067,1103,5
538079,622,5
538319,1388,5
538319,1562,3
538503,105,4
538634,1300,2
538673,1384,5
538975,110,4
538975,13,5
539023,1398,3
539152,821,5
539344,1108,5
539439,941,4
539444,675,1
539498,673,5
539498,1628,5
539537,272,5
539794,658,5
539794,658,5
539857,1581,4
539990,84,3
539990,1415,4
540276,1375,2
540294,236,2
540498,1365,3
540498,951,4
540572,1492,5
540762,79,5
541016,1360,2
541228,1650,4
541284,1608,5
541284,1415,5
541284,1407,5
541423,1504,5
541571,1495,3
541571,1756,5
541571,1756,3
541571,1419,3
541571,1652,4
541571,1465,3
541571,619,5
541842,1484,1
542147,1641,1
542278,79,5
542278,97,4
542288,1382,4
542288,1382,4
542288,1261,5
542301,1413,1
542337,1334,5
542550,1490,5
542891,1774,4
543354,517,5
543416,1528,5
543453,82,5
543682,806,3
543682,1407,2
543748,1627,1
543777,348,5
543786,1493,5
543835,1361,2
543862,1177,1
544039,359,4
544039,78,5
544136,86,3
544262,1392,5
545198,1685,5
545262,1730,4
545262,1730,5
545438,1508,1
545450,1326,5
545496,1101,2
545757,1585,3
545757,941,5
545757,1083,5
545842,1581,1
545883,11,5
545900,1246,3
545947,1108,4
546117,459,1
546132,902,4
546436,239,2
546441,82,5
546610,1504,2
546785,1257,4
546977,1243,4
546977,822,5
546991,822,4
547038,1486,3
547115,328,4
547206,1289,5
547394,1107,5
547394,1475,5
547394,348,5
547394,348,5
547394,1100,4
547513,894,4
547835,949,4
547835,1293,5
548079,439,4
548079,1107,2
548079,1360,3
548162,1334,5
548162,1102,5
548164,1362,5
548368,360,4
548426,1246,4
548426,75,4
548437,1300,2
548437,1248,4
548437,1214,2
548520,356,5
548756,1088,4
548756,658,5
548756,659,5
548756,664,3
548756,1283,5
548804,1104,3
549016,1416,5
549016,1258,5
549016,1644,4
549016,1644,4
549103,1606,5
549411,1102,3
549425,235,3
549555,822,5
549625,19,5
549961,231,5
550104,1418,4
550143,341,2
550143,359,5
550342,1419,3
550446,580,5
550446,961,5
550756,1605,2
551329,661,3
551528,107,3
551528,116,4
551619,358,4
551619,358,5
551902,579,5
551955,1304,5
552448,1518,4
552486,1585,2
552486,95,5
552486,1606,3
552560,1107,5
552560,1728,4
552560,1711,4
552560,1711,4
552560,1106,4
552776,1543,4
552776,110,3
552924,11,4
552974,499,4
553147,1419,1
553473,1285,4
553549,1487,4
553576,64,2
553798,72,5
553810,1106,3
553916,79,5
554242,3,5
554242,102,5
554242,84,5
554242,84,5
554242,1249,5
554242,1426,5
554242,1426,5
554242,325,5
554242,668,4
554242,1264,5
554242,1098,5
554287,352,5
554360,1586,5
554477,532,4
554666,642,5
554969,1300,4
555238,1290,4
555297,236,5
555475,1384,5
555536,1606,3
555536,1107,4
555984,756,5
556155,78,5
556297,1103,5
556332,1727,5
556332,1685,5
556332,1408,5
556584,1425,5
556734,501,2
556734,1471,4
556763,1325,5
556786,1440,1
557000,1419,1
557000,1419,1
557792,668,1
558020,1105,4
558306,1757,4
558480,121,4
558504,1830,3
558504,691,5
558530,902,3
558585,226,5
559265,1554,4
559329,1661,5
559948,608,4
560021,1300,5
560122,1304,4
560651,1362,4
560651,1366,5
560651,1505,5
560651,1554,5
560886,677,3
561002,1586,5
561086,689,1
561086,1098,1
561420,79,4
561420,1586,2
561518,1202,5
561562,1524,2
561587,1488,3
561614,1297,4
561614,1201,5
561913,677,5
562561,1104,5
562799,12,5
562811,1427,5
562843,1726,5
563194,1098,5
563291,356,5
563291,821,5
563554,663,4
563554,1686,5
563554,902,5
563578,1107,4
563578,1614,5
563578,962,5
563750,94,5
563766,808,3
563766,172,4
563766,1379,5
563766,1386,5
563766,1384,4
563766,1337,4
563766,4,3
563766,1,3
563766,937,4
563766,431,3
563766,432,4
563766,119,3
563766,118,3
563766,94,3
563766,94,3
563766,1365,5
563766,940,2
563766,1288,5
563766,1288,5
563766,1288,5
563766,1489,4
563766,1377,4
563766,1386,4
563766,808,4
563766,432,4
563766,937,4
563766,940,3
563766,1365,5
563766,632,4
563766,1727,5
563774,689,4
564008,86,5
564293,499,3
564457,1300,5
564475,821,1
564475,816,4
564655,941,5
564655,11,4
564857,1098,5
564912,1303,5
565251,1496,5
565295,1213,5
565349,78,4
565503,1605,2
565503,79,5
565503,1339,4
565503,1618,5
565539,76,5
565730,1847,2
565843,236,3
565875,1294,5
565894,240,5
566275,120,5
566275,1522,3
566275,635,5
566345,360,5
566442,1365,5
566507,1416,5
566551,1101,5
566622,1493,3
566863,614,5
566939,819,5
567267,672,5
567267,11,5
567423,540,3
567423,1098,5
567423,1099,5
567423,85,1
567448,1828,4
567601,595,3
567601,1719,5
567636,240,5
567653,1243,5
567653,1246,5
567653,1258,5
567799,1359,4
567799,1373,4
568020,11,5
568171,690,5
568350,821,5
568350,938,4
568358,1625,1
568358,1589,1
568498,902,5
568795,96,5
568795,429,4
569403,615,4
569403,659,5
569403,233,5
569403,1600,5
569425,63,4
569609,539,5
569655,1107,5
569711,5,4
569840,807,5
569840,953,5
569840,1494,5
569840,805,5
569915,1465,5
569915,1729,5
569915,1729,5
569915,1462,5
569967,13,5
569991,106,4
570172,1382,4
570180,1527,5
570237,11,5
570237,11,5
570430,94,4
570436,1602,5
570436,821,5
570503,1605,3
570681,1359,5
570681,481,2
570681,1104,5
570866,764,5
570866,819,3
570932,1298,4
570945,1604,1
571246,1174,5
571687,210,1
571873,820,4
572109,1380,3
572561,849,4
572669,1473,5
572770,1609,3
572925,677,5
573192,1641,1
573277,14,5
573365,1757,4
573413,84,5
573413,972,4
573413,1492,4
573413,1591,5
573413,1591,4
573413,1491,5
573413,105,5
573413,659,4
573413,84,5
573440,1377,5
573605,98,5
573803,1638,5
573837,1463,4
573995,1102,5
574249,1786,5
574448,1107,4
574448,99,5
574448,1103,4
574448,1104,5
574448,1886,5
574463,79,5
574463,822,5
574463,822,5
574483,691,3
574677,1615,5
574677,84,5
574796,499,3
575341,4,4
575342,1254,5
575342,364,4
575734,1425,5
575929,1098,5
575947,1098,5
575947,1098,4
576568,102,4
577089,69,5
577417,1726,5
577563,373,5
578973,1380,3
578973,951,2
578973,1398,5
578973,1377,5
578973,1396,5
578973,84,4
578973,1788,3
579046,822,5
579110,1304,4
579487,94,4
579726,1294,5
579833,1885,3
580459,1247,1
580636,348,3
580998,532,1
581025,1730,2
581241,233,5
581630,1600,5
581730,663,5
582014,114,5
582313,1212,4
582368,1425,4
582368,1377,5
582368,79,4
582368,1586,2
582368,1616,5
582368,951,2
582389,1252,5
582474,112,1
582844,1493,5
583065,499,3
583304,1524,1
583304,664,4
583304,5,2
583304,272,5
583304,273,5
583304,71,5
583304,334,5
583304,82,4
583339,1342,5
583422,949,4
583422,1711,5
583422,1775,4
583509,306,5
583509,81,5
583509,806,5
583509,1527,5
583651,1103,5
583740,1618,5
584539,226,5
584605,1687,4
584678,677,5
584678,1491,4
584786,1380,3
584817,619,4
584817,619,4
584856,819,5
584864,1586,5
584885,516,4
584926,1388,5
584978,937,5
584998,79,4
585403,357,5
585403,95,4
585403,821,5
585491,659,5
585491,1416,5
585851,952,5
585851,87,2
585974,72,4
585974,1725,3
585974,119,4
586359,823,4
586359,371,4
586453,1101,4
586453,432,4
586497,277,5
586891,1214,3
586900,1362,5
587129,361,4
587256,356,5
587277,822,5
587278,1401,5
587534,1249,1
587651,661,3
587804,1414,5
587898,1492,5
587963,806,4
588167,949,4
588167,5,5
588167,1097,4
588290,1722,5
588410,1774,5
588410,1939,4
588431,1359,4
588617,1,4
588893,1365,4
589136,1731,3
589297,1709,5
589546,1753,5
589546,1531,5
589546,71,5
589546,1608,5
589546,1723,4
589546,1757,5
589883,1757,5
589883,86,3
589962,419,4
589962,41,5
589962,1302,5
589962,1299,5
589962,1108,3
589962,1102,4
589962,1102,4
589962,1591,5
589980,1710,2
590222,1491,2
590531,821,5
590608,1795,4
590608,1246,3
590608,1784,4
590608,1839,5
590608,745,5
590608,742,5
590608,1253,4
590608,1718,4
590608,235,4
590608,1685,5
590608,1667,5
590608,69,3
590608,672,4
590608,1341,5
