6586,616353,231,4
6522,616186,239,5
6680,616105,1415,2
7050,615347,1609,2
7481,615198,1712,5
6768,614940,272,5
6769,614940,272,5
6770,614940,272,5
6771,614940,272,5
6772,614940,272,5
6773,614940,272,5
6894,614940,1472,5
7046,614940,1472,5
7047,614940,1472,5
7065,614940,272,5
7066,614940,272,5
7067,614940,1472,5
7068,614940,1472,5
6695,614525,1293,4
6933,614386,1260,4
7128,614386,95,4
6871,613487,351,5
6494,613201,1104,4
6670,613201,1567,2
7010,612890,1103,4
7160,612864,658,5
7405,612298,357,5
7406,612298,1563,5
7329,612140,1586,5
6474,612105,1293,5
6812,612105,95,4
6813,612105,497,3
6814,612105,13,5
6815,612105,328,5
6816,612105,1293,5
6818,612105,1761,2
6819,612105,500,4
6820,612105,540,5
7089,612105,104,4
7825,612066,1098,1
7770,612051,1491,4
6919,611866,1492,5
7140,611807,821,5
7141,611807,1607,5
7143,611807,11,4
7145,611807,371,5
7147,611807,690,4
6452,611571,501,3
6450,610715,102,5
7216,610663,1416,4
7248,610616,1680,4
6448,610600,806,4
6449,610600,1426,3
7477,610365,1848,3
7372,610175,6,2
6486,609655,146,1
7443,609489,1606,5
6857,609344,1299,4
6858,609344,11,5
6859,609344,1709,4
7049,609112,1246,3
7006,608587,808,4
6850,608264,440,5
6791,608116,1471,5
6797,608116,1102,5
6979,607635,902,5
6440,607557,234,5
7478,607353,134,5
6628,606929,1709,5
7023,606929,1556,5
6389,606906,1107,2
6658,606679,672,4
6802,606679,1567,4
6804,606679,1264,4
6911,606679,672,4
6997,606679,74,5
7083,606679,691,4
7195,606679,1618,4
7336,606679,11,5
7674,606679,1663,4
7719,606679,1247,5
7720,606679,1247,5
7729,606679,1650,4
7826,606679,12,5
7848,606679,819,5
6600,606652,950,4
7353,606652,949,3
6613,606537,821,4
6614,606537,1709,3
6615,606537,618,5
6616,606537,615,4
6980,606310,121,5
6996,606310,1426,5
7285,606000,1753,5
7286,606000,1753,5
7287,606000,1753,5
7288,606000,1753,5
7289,606000,1753,5
6800,605759,11,5
7622,605718,1,5
6803,605350,1342,5
6431,604920,1586,4
6350,604812,822,3
7660,604797,1760,5
7087,604596,13,5
7448,604498,354,5
6395,604496,1107,1
7177,604175,1728,5
6348,604123,1103,4
6660,603695,1388,4
6540,602784,240,5
6293,602182,805,4
6321,602182,659,5
6469,602182,234,4
6481,602182,661,4
6538,602182,660,5
6582,602182,244,5
7425,602182,1107,4
7426,602182,809,5
6480,601840,1709,4
7551,601741,102,5
6281,600335,1254,5
6347,600048,1103,5
6651,600035,1202,5
6652,600035,1206,5
6653,600035,914,5
6713,599119,1726,4
6714,599119,1299,5
7112,599119,1304,5
7701,599119,71,5
6646,598959,1583,5
6654,598900,1606,5
7459,598849,1711,3
7460,598849,691,2
7220,598835,1585,5
6831,598748,655,5
6855,598748,359,4
6370,598239,1107,3
7355,598206,79,5
7356,598206,87,3
7564,598147,1699,5
6565,597567,1492,5
6570,597567,1703,4
6180,597240,1252,2
6495,597013,1101,5
6943,596920,64,5
6748,596552,12,5
6754,596552,11,5
7417,596471,902,4
6723,596459,1103,5
7436,596247,236,3
6190,595959,1107,1
6154,595946,1107,5
7766,595946,1729,5
6205,595886,240,4
6156,595805,1588,4
6737,595352,1246,3
6775,595101,87,4
6523,594874,1214,4
6709,594622,1708,5
7649,594294,1710,3
6533,594266,1416,4
7691,594137,1626,1
6174,593754,691,2
6661,593727,1415,3
7298,593040,11,5
6304,592826,1104,4
6305,592826,419,2
6306,592826,334,3
6307,592826,381,4
6308,592826,273,5
6309,592826,660,4
6397,592703,1713,5
7450,592626,1480,5
7397,591754,1605,3
6312,591186,119,5
6128,591105,105,4
6720,591055,1730,3
7782,591055,1821,4
7804,591055,443,5
6960,591051,1492,5
6961,591051,1491,5
6209,591033,1615,3
6111,590918,237,3
6119,590918,234,5
6125,590918,1602,4
6126,590918,236,2
6275,590918,84,4
6883,590894,102,5
7090,590821,1247,5
6781,590737,658,5
6786,590737,78,5
7233,590608,1795,4
7236,590608,1246,3
7496,590608,1784,4
7497,590608,1839,5
7498,590608,745,5
7499,590608,742,5
7500,590608,1253,4
7501,590608,1718,4
7502,590608,235,4
7503,590608,1685,5
7504,590608,1667,5
7505,590608,69,3
7506,590608,672,4
7507,590608,1341,5
7508,590608,1339,5
7509,590608,1342,4
7510,590608,595,3
7511,590608,1662,5
7512,590608,12,5
7513,590608,818,4
7514,590608,766,4
7515,590608,691,4
7516,590608,664,3
7517,590608,663,4
7518,590608,659,4
7519,590608,609,5
7520,590608,5,3
7521,590608,3,4
7522,590608,4,3
7591,590608,689,5
7592,590608,1718,5
7593,590608,1341,5
7643,590608,500,3
7644,590608,1717,5
6863,590531,821,5
6359,590222,1491,2
7442,589980,1710,2
6042,589962,419,4
6043,589962,41,5
6063,589962,1302,5
6336,589962,1299,5
6606,589962,1108,3
6937,589962,1102,4
6938,589962,1102,4
7604,589962,1591,5
7099,589883,1757,5
7100,589883,86,3
6836,589546,1753,5
6843,589546,1531,5
6969,589546,71,5
6995,589546,1608,5
7012,589546,1723,4
7057,589546,1757,5
6506,589297,1709,5
6907,589136,1731,3
6573,588893,1365,4
7142,588617,1,4
6832,588431,1359,4
7347,588410,1774,5
7828,588410,1939,4
6951,588290,1722,5
6048,588167,949,4
6049,588167,5,5
6050,588167,1097,4
6202,587963,806,4
6968,587898,1492,5
7293,587804,1414,5
7769,587651,661,3
6066,587534,1249,1
6607,587278,1401,5
6702,587277,822,5
6462,587256,356,5
7345,587129,361,4
7595,586900,1362,5
6000,586891,1214,3
7472,586497,277,5
7053,586453,1101,4
7054,586453,432,4
6099,586359,823,4
6100,586359,371,4
7666,585974,72,4
7735,585974,1725,3
7843,585974,119,4
6057,585851,952,5
6058,585851,87,2
7620,585491,659,5
7621,585491,1416,5
7454,585403,357,5
7455,585403,95,4
7456,585403,821,5
6226,584998,79,4
7228,584978,937,5
6218,584926,1388,5
6003,584885,516,4
6091,584864,1586,5
5948,584856,819,5
6561,584817,619,4
6562,584817,619,4
5916,584786,1380,3
7702,584678,677,5
7762,584678,1491,4
7088,584605,1687,4
6918,584539,226,5
6237,583740,1618,5
6970,583651,1103,5
6270,583509,306,5
6367,583509,81,5
6368,583509,806,5
6535,583509,1527,5
6409,583422,949,4
6512,583422,1711,5
7585,583422,1775,4
6255,583339,1342,5
6454,583304,1524,1
6853,583304,664,4
7241,583304,5,2
7242,583304,272,5
7340,583304,273,5
7388,583304,71,5
7407,583304,334,5
7414,583304,82,4
6035,583065,499,3
6556,582844,1493,5
6277,582474,112,1
5979,582389,1252,5
5936,582368,1425,4
5938,582368,1377,5
6077,582368,79,4
6078,582368,1586,2
6541,582368,1616,5
6542,582368,951,2
6123,582313,1212,4
7146,582014,114,5
6184,581730,663,5
6263,581630,1600,5
7627,581241,233,5
7212,581025,1730,2
7476,580998,532,1
6574,580636,348,3
6685,580459,1247,1
7659,579833,1885,3
7257,579726,1294,5
7560,579487,94,4
6181,579110,1304,4
7225,579046,822,5
5826,578973,1380,3
6436,578973,951,2
6437,578973,1398,5
7005,578973,1377,5
7103,578973,1396,5
7124,578973,84,4
7190,578973,1788,3
7055,577563,373,5
6958,577417,1726,5
7630,577089,69,5
7148,576568,102,4
6364,575947,1098,5
7466,575947,1098,4
6229,575929,1098,5
5780,575734,1425,5
5754,575342,1254,5
5755,575342,364,4
6878,575341,4,4
6189,574796,499,3
6426,574677,1615,5
7077,574677,84,5
7479,574483,691,3
5949,574463,79,5
5955,574463,822,5
5956,574463,822,5
7654,574448,1107,4
7655,574448,99,5
7656,574448,1103,4
7657,574448,1104,5
7744,574448,1886,5
7635,574249,1786,5
6162,573995,1102,5
7335,573837,1463,4
7119,573803,1638,5
7444,573605,98,5
6787,573440,1377,5
5727,573413,84,5
5804,573413,972,4
5953,573413,1492,4
6001,573413,1591,5
6002,573413,1591,4
6266,573413,1491,5
6294,573413,105,5
6341,573413,659,4
7033,573413,84,5
6711,573365,1757,4
7569,573277,14,5
6708,573192,1641,1
5844,572925,677,5
6377,572770,1609,3
5995,572669,1473,5
6482,572561,849,4
5814,572109,1380,3
7000,571873,820,4
6645,571687,210,1
7752,571246,1174,5
7676,570945,1604,1
5726,570932,1298,4
7708,570866,764,5
7725,570866,819,3
5637,570681,1359,5
5901,570681,481,2
6246,570681,1104,5
6563,570503,1605,3
6251,570436,1602,5
6253,570436,821,5
6900,570430,94,4
6833,570237,11,5
6834,570237,11,5
5816,570180,1527,5
7546,570172,1382,4
7183,569991,106,4
7434,569967,13,5
5772,569915,1465,5
7035,569915,1729,5
7042,569915,1729,5
7634,569915,1462,5
5700,569840,807,5
6168,569840,953,5
6498,569840,1494,5
6657,569840,805,5
5876,569711,5,4
5761,569655,1107,5
6755,569609,539,5
5698,569425,63,4
5628,569403,615,4
5682,569403,659,5
5689,569403,233,5
6511,569403,1600,5
7173,568795,96,5
7174,568795,429,4
5855,568498,902,5
6352,568358,1625,1
6725,568358,1589,1
5913,568350,821,5
5921,568350,938,4
6741,568171,690,5
5820,568020,11,5
6922,567799,1359,4
7166,567799,1373,4
5645,567653,1243,5
5646,567653,1246,5
7003,567653,1258,5
6016,567636,240,5
7675,567601,595,3
7802,567601,1719,5
7641,567448,1828,4
5691,567423,540,3
5806,567423,1098,5
5808,567423,1099,5
5809,567423,85,1
6972,567267,672,5
7131,567267,11,5
5605,566939,819,5
5616,566863,614,5
7662,566622,1493,3
5961,566551,1101,5
7092,566507,1416,5
5604,566442,1365,5
7409,566345,360,5
5693,566275,120,5
5694,566275,1522,3
5744,566275,635,5
7086,565894,240,5
5590,565875,1294,5
5867,565843,236,3
7625,565730,1847,2
6886,565539,76,5
6357,565503,1605,2
6382,565503,79,5
6385,565503,1339,4
7337,565503,1618,5
5946,565349,78,4
5985,565295,1213,5
6299,565251,1496,5
5942,564912,1303,5
6780,564857,1098,5
6034,564655,941,5
7771,564655,11,4
7534,564475,821,1
7536,564475,816,4
7302,564457,1300,5
6268,564293,499,3
6801,564008,86,5
5551,563774,689,4
5708,563766,808,3
5709,563766,172,4
5710,563766,1379,5
5711,563766,1386,5
5712,563766,1384,4
5713,563766,1337,4
5714,563766,4,3
5715,563766,1,3
5716,563766,937,4
5717,563766,431,3
5718,563766,432,4
5719,563766,119,3
5720,563766,118,3
5721,563766,94,3
5722,563766,94,3
5723,563766,1365,5
5724,563766,940,2
6665,563766,1288,5
7221,563766,1288,5
7222,563766,1288,5
7223,563766,1489,4
7224,563766,1377,4
7226,563766,1386,4
7227,563766,808,4
7229,563766,432,4
7230,563766,937,4
7231,563766,940,3
7258,563766,1365,5
7259,563766,632,4
7291,563766,1727,5
7048,563750,94,5
5787,563578,1107,4
7486,563578,1614,5
7646,563578,962,5
7149,563554,663,4
7150,563554,1686,5
7151,563554,902,5
7031,563291,356,5
7121,563291,821,5
5779,563194,1098,5
7445,562843,1726,5
5678,562811,1427,5
7268,562799,12,5
5521,562561,1104,5
6261,561913,677,5
6998,561614,1297,4
7015,561614,1201,5
6407,561587,1488,3
5703,561562,1524,2
6346,561518,1202,5
5822,561420,79,4
5873,561420,1586,2
6597,561086,689,1
6599,561086,1098,1
5770,561002,1586,5
6345,560886,677,3
5591,560651,1362,4
5829,560651,1366,5
5830,560651,1505,5
5831,560651,1554,5
7480,560122,1304,4
7170,560021,1300,5
6186,559948,608,4
7732,559329,1661,5
6040,559265,1554,4
5950,558585,226,5
5870,558530,902,3
7381,558504,1830,3
7623,558504,691,5
6129,558480,121,4
7029,558306,1757,4
5764,558020,1105,4
5489,557792,668,1
5608,557000,1419,1
5609,557000,1419,1
5527,556786,1440,1
7274,556763,1325,5
7403,556734,501,2
7404,556734,1471,4
6508,556584,1425,5
7108,556332,1727,5
7109,556332,1685,5
7110,556332,1408,5
5976,556297,1103,5
7552,556155,78,5
5413,555984,756,5
6463,555536,1606,3
6840,555536,1107,4
5740,555475,1384,5
7773,555297,236,5
6142,555238,1290,4
5903,554969,1300,4
5399,554666,642,5
5450,554477,532,4
7794,554360,1586,5
6668,554287,352,5
6924,554242,3,5
6926,554242,102,5
6927,554242,84,5
6928,554242,84,5
6929,554242,1249,5
6930,554242,1426,5
6931,554242,1426,5
6932,554242,325,5
6934,554242,668,4
6935,554242,1264,5
6936,554242,1098,5
5555,553916,79,5
5598,553810,1106,3
5656,553798,72,5
5488,553576,64,2
6548,553549,1487,4
5944,553473,1285,4
5383,553147,1419,1
6265,552974,499,4
5394,552924,11,4
5907,552776,1543,4
7319,552776,110,3
6879,552560,1107,5
6880,552560,1728,4
6912,552560,1711,4
7385,552560,1711,4
7697,552560,1106,4
5841,552486,1585,2
5975,552486,95,5
6208,552486,1606,3
6055,552448,1518,4
6641,551955,1304,5
5494,551902,579,5
5373,551619,358,4
7245,551619,358,5
5606,551528,107,3
5848,551528,116,4
5531,551329,661,3
6432,550756,1605,2
7022,550446,580,5
7043,550446,961,5
5974,550342,1419,3
5765,550143,341,2
5766,550143,359,5
5398,550104,1418,4
5542,549961,231,5
6946,549625,19,5
6837,549555,822,5
7568,549425,235,3
5914,549411,1102,3
6235,549103,1606,5
6776,549016,1416,5
6777,549016,1258,5
7341,549016,1644,4
7361,549016,1644,4
6331,548804,1104,3
5965,548756,1088,4
5966,548756,658,5
5967,548756,659,5
5968,548756,664,3
6153,548756,1283,5
5516,548520,356,5
5741,548437,1300,2
5742,548437,1248,4
6554,548437,1214,2
5416,548426,1246,4
5513,548426,75,4
7618,548368,360,4
5996,548164,1362,5
6323,548162,1334,5
6330,548162,1102,5
6103,548079,439,4
6104,548079,1107,2
6609,548079,1360,3
5445,547835,949,4
7130,547835,1293,5
6838,547513,894,4
5582,547394,1107,5
5583,547394,1475,5
6792,547394,348,5
6794,547394,348,5
6798,547394,1100,4
5564,547206,1289,5
7680,547115,328,4
6134,547038,1486,3
7105,546991,822,4
5291,546977,1243,4
6295,546977,822,5
6152,546785,1257,4
6732,546610,1504,2
6765,546441,82,5
5621,546436,239,2
5392,546132,902,4
6354,546117,459,1
6696,545947,1108,4
5983,545900,1246,3
7254,545883,11,5
7332,545842,1581,1
5799,545757,1585,3
5800,545757,941,5
6187,545757,1083,5
6579,545496,1101,2
7299,545450,1326,5
5675,545438,1508,1
6694,545262,1730,4
6722,545262,1730,5
6596,545198,1685,5
5863,544262,1392,5
5261,544136,86,3
7163,544039,359,4
7202,544039,78,5
7628,543862,1177,1
5251,543835,1361,2
5696,543786,1493,5
5287,543777,348,5
6283,543748,1627,1
5230,543682,806,3
5284,543682,1407,2
7689,543453,82,5
6316,543416,1528,5
5209,543354,517,5
7741,542891,1774,4
7432,542550,1490,5
5697,542337,1334,5
5479,542301,1413,1
6947,542288,1382,4
6948,542288,1382,4
6949,542288,1261,5
6404,542278,79,5
7362,542278,97,4
7412,542147,1641,1
6200,541842,1484,1
5500,541571,1495,3
7175,541571,1756,5
7262,541571,1756,3
7330,541571,1419,3
7331,541571,1652,4
7679,541571,1465,3
7731,541571,619,5
7566,541423,1504,5
7266,541284,1608,5
7270,541284,1415,5
7271,541284,1407,5
7775,541228,1650,4
6260,541016,1360,2
5347,540762,79,5
5978,540572,1492,5
5335,540498,1365,3
5348,540498,951,4
5365,540294,236,2
5403,540276,1375,2
5324,539990,84,3
5952,539990,1415,4
5989,539857,1581,4
6795,539794,658,5
6796,539794,658,5
5465,539537,272,5
5790,539498,673,5
7283,539498,1628,5
6023,539444,675,1
5992,539439,941,4
5475,539344,1108,5
5407,539152,821,5
5216,539023,1398,3
6779,538975,110,4
6784,538975,13,5
7686,538673,1384,5
7073,538634,1300,2
7076,538503,105,4
5248,538319,1388,5
6513,538319,1562,3
5370,538079,622,5
5135,538067,1103,5
5864,537944,654,5
5327,537775,76,5
5167,537692,1298,3
5307,537678,691,1
5572,537515,1255,3
5612,537515,577,5
6884,537432,1687,5
6216,537345,1663,3
7171,537304,516,5
6497,537178,806,4
5161,537091,1245,5
6766,537003,326,3
6767,537003,326,3
6917,537003,11,5
5151,536970,226,5
6999,536852,821,4
5552,536577,1104,4
6854,536544,99,5
5442,536449,357,5
7430,536407,1680,5
5104,536231,752,5
5537,536144,1481,1
6518,535923,1487,4
7558,535923,1492,4
5137,535859,1243,5
6940,535844,1379,5
6942,535844,1246,4
6981,535242,1590,5
5211,535141,653,5
5212,535141,654,5
6526,535134,1108,3
6761,534864,233,5
6735,534854,87,4
6349,534795,653,5
6752,534667,1416,5
5354,534594,239,4
5847,534507,240,5
7806,534507,1489,2
5486,534458,821,5
5073,534430,659,5
6410,534064,659,2
6915,534020,1505,5
6916,534020,631,4
7203,534020,1724,5
6817,533992,1243,4
5086,533963,239,5
5900,533934,432,5
6873,533934,421,5
5768,533835,78,4
6160,533835,1260,5
5178,533660,664,4
5361,533594,532,5
6808,533487,1700,5
6809,533487,1700,5
6810,533487,1703,5
7453,533366,1101,5
6974,533336,1104,4
7596,533276,1512,4
5396,533174,472,3
7700,533141,902,1
5420,533136,1107,3
5751,533136,1270,3
5214,533030,84,5
5382,532974,1207,5
6145,532482,1103,3
6146,532482,1304,5
6621,532470,430,5
6272,532426,1587,5
5124,532307,1,3
6011,532130,1102,2
7754,531854,1339,5
6783,531840,213,5
5896,531817,1257,4
5063,531718,1102,4
5065,531718,79,5
5157,531718,1300,4
5481,531718,1463,4
5355,531714,822,3
7638,531661,659,3
5421,531628,1419,3
5320,531507,1299,5
5321,531507,1214,4
7333,531507,1774,5
5301,531097,98,4
5302,531097,1243,2
5305,531097,1245,2
6069,530926,808,4
6070,530926,79,5
6071,530926,1380,2
6072,530926,1390,3
6073,530926,1408,4
6074,530926,1419,2
6075,530926,363,3
6076,530926,273,5
5404,530751,1299,5
5865,530711,78,5
5520,530688,1416,3
7637,530456,808,1
5797,530310,1464,4
5798,530310,1246,4
6649,530310,1,3
6650,530310,240,5
7256,530310,1,3
7125,529902,1754,4
5528,529530,806,1
5731,529115,110,1
6313,529115,1290,2
6314,529115,962,4
5172,529111,1377,3
5173,529111,1246,4
5174,529111,805,3
5182,529111,1269,4
5624,529111,502,4
5653,529111,110,2
5837,529111,950,5
5845,529111,111,3
5875,529111,1406,3
5910,529111,105,3
6179,529111,804,3
6258,529111,804,1
6361,529111,235,4
6388,529111,1380,4
6428,529111,238,4
6444,529111,502,4
6460,529111,499,4
6461,529111,1600,3
6566,529111,1398,4
6885,529111,1548,5
7201,529111,1757,4
7279,529111,236,4
7351,529111,1786,4
7386,529111,642,4
7396,529111,1425,3
7645,529111,1833,4
7664,529111,1758,3
7819,529111,1757,5
5003,528854,1107,5
5090,528703,1102,5
7016,528695,84,5
7273,528695,821,5
7737,528681,357,3
5534,528632,1261,2
5260,528242,85,5
6065,528207,1581,4
5058,528173,1102,2
5613,528052,1254,5
7078,527952,443,5
6881,527926,1,5
6882,527926,689,5
5585,527586,1304,3
5586,527586,1107,5
5587,527586,1101,5
5588,527586,1100,2
5563,527509,240,5
5877,527308,1289,4
6423,527308,1492,4
6424,527308,1419,3
6514,527308,1711,5
7165,527308,1419,2
5687,527293,1489,3
5084,527217,12,3
6966,527217,673,5
7683,527217,1746,5
6910,527041,1294,5
4961,526536,1107,4
5401,526536,1101,4
7101,526536,1107,5
7208,526536,1492,4
7465,526536,1491,5
5426,526396,439,5
5647,526325,71,5
5737,526325,230,5
5739,526325,461,5
5775,526325,659,4
5890,526325,661,3
5891,526325,532,5
7091,526173,1757,4
5051,526123,1300,3
5052,526123,1247,4
5053,526123,226,4
5054,526123,223,4
5094,526123,1102,5
5263,526123,1407,4
5286,526123,456,4
5506,526123,230,5
5661,526087,675,4
7418,526009,499,3
5317,525963,1107,5
5128,525908,224,5
5311,525908,224,4
5642,525908,1259,4
5326,525845,173,5
4963,525831,1098,5
4964,525831,173,3
4965,525831,63,4
4980,525831,357,4
6101,525831,1366,5
4969,525674,1144,2
4984,525351,951,5
5868,525206,1364,5
4974,525188,103,5
5299,524332,821,5
5184,524125,1245,5
6985,523936,1098,4
6987,523936,419,5
6988,523936,689,5
6989,523936,689,5
6990,523936,663,4
6991,523936,72,3
6992,523936,12,4
6993,523936,14,4
4957,523828,443,4
5012,523758,83,2
6445,523716,821,5
4919,522541,1097,5
5219,522541,1302,1
4922,522526,44,5
6889,522132,558,4
6891,522132,442,3
6898,522132,1614,5
5050,522124,14,3
5099,522081,119,4
5213,522081,547,5
7845,521870,1590,3
5990,521816,1586,4
5991,521816,667,3
6029,521816,79,4
5655,521771,1214,1
5807,521745,1177,3
6193,521745,225,4
7139,521745,1177,4
5629,521667,1104,5
6591,521649,76,5
5043,521360,1247,3
5933,521360,1520,4
7316,521018,86,5
7317,521018,86,5
5131,520929,61,4
6032,520867,1103,3
6458,520660,1332,4
6459,520660,512,5
6740,520660,1333,4
6127,520624,822,4
6297,520624,949,5
6750,520406,1407,4
6150,520096,1588,3
6351,520022,1304,4
5378,519967,1106,5
7524,519967,1727,5
6475,519913,1587,2
4884,519878,1,3
5558,519678,1101,5
5559,519678,1396,2
5560,519678,1302,3
5561,519678,499,5
5562,519678,1098,2
5849,519678,1377,4
6954,519678,1214,4
6956,519678,1101,5
7111,519542,1649,3
5662,519304,1106,3
7144,519230,1727,4
7169,519230,14,5
7429,519230,357,5
7835,519230,690,5
5430,519061,773,5
4958,518946,1097,5
4959,518946,362,2
5818,518602,177,5
7651,518602,1213,5
7748,518602,1269,5
5702,518560,1518,5
6240,518560,1245,4
6241,518560,809,4
6242,518560,1286,4
5544,517731,1172,4
5225,517301,110,5
7437,517044,1603,5
5265,516980,1245,2
7402,516980,1821,5
5840,516814,1275,3
7416,516623,1722,5
5098,516568,72,5
6875,515978,1556,5
6876,515978,1556,5
6877,515978,1098,5
6869,515927,84,5
5651,515776,1107,4
5126,515223,61,1
5512,515139,430,1
5523,515139,430,1
5785,515010,1107,4
5786,515010,1302,2
7114,515010,1106,5
7787,514783,1245,2
6197,514271,240,2
6198,514271,83,5
5993,514212,362,4
5631,514131,1492,1
6135,513635,1492,3
5810,513264,1487,4
5422,512944,95,5
5502,512876,940,5
7304,512701,62,1
6976,511391,1505,2
6805,511092,4,5
7290,510750,1603,2
6247,510650,1680,5
5093,510334,821,4
5730,509620,86,2
6014,509573,663,4
6047,509573,1586,3
6906,509443,118,5
7321,509443,499,4
5943,509264,1586,4
6191,509009,1418,5
6192,509009,423,5
5487,508485,1261,1
7838,507955,1492,2
7059,507870,1375,5
7061,507870,273,5
7062,507870,1606,5
7484,507870,1822,5
7485,507870,1723,5
7159,507859,1493,4
7449,507347,454,4
7468,507347,111,5
7545,507347,1270,4
5854,507136,1484,1
5888,507136,1580,3
5889,507136,240,2
5667,505761,72,3
6086,505713,328,5
5038,505563,1083,2
6555,505151,808,4
5522,504432,104,3
6756,504370,1098,5
6759,504370,1685,3
6224,504012,1605,1
5166,503834,84,4
5285,503834,658,5
5627,503834,662,2
6848,503777,1463,5
6647,503422,1608,5
6097,503408,1261,5
6098,503408,1263,5
5982,502963,1103,5
5384,502950,1246,1
5385,502950,83,5
5666,502375,240,4
6267,502375,11,3
6581,502375,1388,3
5672,501971,1365,3
5673,501971,1270,5
5153,501950,220,5
5635,501950,1416,5
6782,501386,86,5
5898,501332,822,5
6655,501332,1727,4
5749,500917,240,4
5879,500872,1286,5
6762,500652,1362,5
7703,500484,1323,5
7704,500484,449,2
7711,500484,351,5
7712,500484,1265,3
7284,500316,1252,5
7696,500316,809,5
5309,499305,817,4
5310,499305,229,5
5341,499305,110,5
5342,499305,547,5
6203,499305,86,5
6204,499305,673,5
6490,499305,84,4
6491,499305,82,5
6492,499305,83,5
6501,499305,673,5
6636,499305,663,2
6637,499305,664,2
6971,499305,1251,5
7045,499305,655,5
7315,499305,1558,5
7757,499305,174,5
5473,498833,1419,1
7267,498715,359,4
5202,497779,240,5
6110,497779,677,5
6393,497779,1419,4
7440,497552,1728,4
5988,497163,1361,5
6572,497163,1606,1
7807,497074,1833,5
6219,497046,676,1
6874,496915,1730,3
6955,496915,1723,5
4905,496139,592,4
4907,496139,1243,3
4908,496139,233,5
4909,496139,11,4
5072,496139,469,5
5175,496139,74,5
5904,495353,1293,4
5836,494973,1478,4
6327,494955,1486,5
4900,494753,641,5
5474,493943,1107,3
5895,493931,1425,3
6870,493625,1107,5
6051,493619,122,5
6052,493619,1551,4
6324,493619,653,3
6167,493516,1518,3
6476,493200,1268,4
5738,492815,172,2
7749,491614,110,4
5878,491452,240,5
5103,491028,1299,2
5469,489883,1300,3
7300,489590,532,4
7415,489370,1339,5
7070,488871,705,4
7193,487996,1730,1
6037,487974,1264,3
6120,487605,1627,3
6121,487605,1103,5
6245,487314,1415,2
6921,487205,418,5
6925,487205,597,3
6806,487092,577,5
6807,487092,174,5
5894,486798,1547,3
6472,486331,902,4
6473,486331,78,5
6568,486331,902,3
6584,486094,1605,3
7575,485546,1860,5
7129,485513,1627,5
7776,485262,821,4
5812,485217,78,5
5813,485217,660,3
7548,485217,1263,3
7549,485217,1609,4
7824,485217,85,2
6729,484521,1107,4
5480,483405,1255,1
5665,483381,451,3
6207,483097,1580,2
6405,483097,1580,1
5592,482745,1407,4
6400,482745,1629,4
7557,481961,1103,4
7295,481838,1262,5
